final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,scan_date,dap_detected_final_url
https://news.va.gov/,va.gov,news.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:32:42.617Z,TRUE
https://news2use.ors.nih.gov/Pages/default.aspx,nih.gov,news2use.ors.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:00:59.985Z,TRUE
https://newscenter.lbl.gov/,lbl.gov,newscenter.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:48:26.851Z,FALSE
https://newsinhealth.nih.gov/,nih.gov,newsinhealth.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:14:07.682Z,TRUE
https://nexis.gsfc.nasa.gov/,nasa.gov,nexis.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:06:11.524Z,TRUE
https://next.cancer.gov/,cancer.gov,next.cancer.gov,Department of Health and Human Services,National Cancer Institute,2023-06-10T00:46:43.401Z,TRUE
https://nextg.nist.gov/,nist.gov,nextg.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T01:42:09.843Z,FALSE
https://nextgen.cio.egos.nih.gov/login,nih.gov,nextgen.cio.egos.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:42.273Z,FALSE
https://nextgen.dfafacts.gov/,dfafacts.gov,nextgen.dfafacts.gov,U.S. Agency for International Development,Office of the Director of U.S. Foreign Assistance,2023-06-10T02:23:13.348Z,FALSE
https://nexus.mobilehealth.va.gov/,va.gov,nexus.mobilehealth.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:22:16.144Z,FALSE
https://nexus.od.nih.gov/all/,nih.gov,nexus.od.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:44:49.514Z,TRUE
https://nfat.sc.egov.usda.gov/,usda.gov,nfat.sc.egov.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T03:10:27.282Z,FALSE
https://nfc.usda.gov/,usda.gov,nfc.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T02:58:39.077Z,TRUE
https://nfcr.lanl.gov/,lanl.gov,nfcr.lanl.gov,Department of Energy,Los Alamos National Laboratory,2023-06-10T01:37:25.469Z,FALSE
https://nfiles.nist.gov/#/,nist.gov,nfiles.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T01:38:42.993Z,FALSE
https://nfipdirect.fema.gov/Membership/SignIn/?ReturnUrl=%2f,fema.gov,nfipdirect.fema.gov,Department of Homeland Security,FEMA,2023-06-10T01:15:28.977Z,FALSE
https://nfipservices.floodsmart.gov/,floodsmart.gov,nfipservices.floodsmart.gov,Department of Homeland Security,FEMA,2023-06-10T01:14:53.526Z,TRUE
https://nfirs.fema.gov/NFIRSWeb/login,fema.gov,nfirs.fema.gov,Department of Homeland Security,FEMA,2023-06-10T01:15:46.351Z,FALSE
https://nflss.blm.gov/,blm.gov,nflss.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,2023-06-10T00:42:56.153Z,FALSE
https://nfpors.gov/,nfpors.gov,nfpors.gov,Department of the Interior,National Fire Plan Operations & Reporting System,2023-06-10T02:11:07.689Z,FALSE
https://nfr.cdc.gov/,cdc.gov,nfr.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T03:34:33.953Z,TRUE
https://nframer2.ecfr.gov/,ecfr.gov,nframer2.ecfr.gov,Government Publishing Office,US Government Publishing Office,2023-06-10T02:20:16.092Z,TRUE
https://nfrp.ha.nci.nih.gov/nciportfolio/,nih.gov,nfrp.ha.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:21:41.052Z,TRUE
https://nfrtest.cdc.gov/,cdc.gov,nfrtest.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T03:34:52.183Z,TRUE
https://nfsdx.fda.gov/,fda.gov,nfsdx.fda.gov,Department of Health and Human Services,U. S. Food and Drug Administration,2023-06-10T02:25:25.504Z,FALSE
https://nfsdx.preprod.fda.gov/,fda.gov,nfsdx.preprod.fda.gov,Department of Health and Human Services,U. S. Food and Drug Administration,2023-06-10T01:15:28.726Z,FALSE
https://nga.larc.nasa.gov/,nasa.gov,nga.larc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:21:14.747Z,TRUE
https://ngdc.noaa.gov/,noaa.gov,ngdc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:23:58.987Z,TRUE
https://ngee-arctic.ornl.gov/,ornl.gov,ngee-arctic.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T03:30:52.392Z,FALSE
https://ngee-tropics.lbl.gov/,lbl.gov,ngee-tropics.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:51:19.004Z,FALSE
https://ngee.ornl.gov/,ornl.gov,ngee.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:40:58.318Z,FALSE
https://ngmdb.usgs.gov/ngmdb/ngmdb_home.html,usgs.gov,ngmdb.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:07:12.203Z,TRUE
https://ngn.trade.gov/,trade.gov,ngn.trade.gov,Department of Commerce,International Trade Administration,2023-06-10T03:01:40.580Z,FALSE
https://ngoyave-nsekoseld.ecfr.gov/,ecfr.gov,ngoyave-nsekoseld.ecfr.gov,Government Publishing Office,US Government Publishing Office,2023-06-10T03:34:55.058Z,TRUE
https://ngst.gsfc.nasa.gov/,nasa.gov,ngst.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:16:31.570Z,TRUE
https://ngst.nasa.gov/,nasa.gov,ngst.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:16:09.659Z,TRUE
https://ngtest.dfafacts.gov/,dfafacts.gov,ngtest.dfafacts.gov,U.S. Agency for International Development,Office of the Director of U.S. Foreign Assistance,2023-06-10T01:53:16.994Z,FALSE
https://nhales.ctss.nih.gov/,nih.gov,nhales.ctss.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:45:10.214Z,FALSE
https://nhbpi.nsopw.gov/,nsopw.gov,nhbpi.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",2023-06-10T02:37:10.960Z,FALSE
https://nhlbi-casper.nhlbi.nih.gov/,nih.gov,nhlbi-casper.nhlbi.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:28:42.509Z,FALSE
https://nhost-1641.ecfr.gov/,ecfr.gov,nhost-1641.ecfr.gov,Government Publishing Office,US Government Publishing Office,2023-06-10T00:42:31.966Z,TRUE
https://nhsc.hrsa.gov/,hrsa.gov,nhsc.hrsa.gov,Department of Health and Human Services,Health Resources and Services Administration,2023-06-10T01:31:11.567Z,TRUE
https://nhts.ornl.gov/,ornl.gov,nhts.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:41:18.687Z,FALSE
https://nhttac.acf.hhs.gov/,hhs.gov,nhttac.acf.hhs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:41:54.814Z,TRUE
https://nhwg.cap.gov/,cap.gov,nhwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",2023-06-10T00:47:09.976Z,FALSE
https://nhwg.noc.ner.cap.gov/,cap.gov,nhwg.noc.ner.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",2023-06-10T00:47:26.665Z,FALSE
https://nia-demo.cit.nih.gov/portal/publicAccounts/defaultLoginAction.action,nih.gov,nia-demo.cit.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:42:49.264Z,FALSE
https://niairplgsun.irp.nia.nih.gov/,nih.gov,niairplgsun.irp.nia.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:13:57.839Z,TRUE
https://nibrs.fbi.gov/2021/,fbi.gov,nibrs.fbi.gov,Department of Justice,FBI,2023-06-10T01:12:29.038Z,FALSE
https://niccs.cisa.gov/,cisa.gov,niccs.cisa.gov,Department of Homeland Security,US-CERT,2023-06-10T03:06:36.235Z,TRUE
https://nichddirsage.nichd.nih.gov/,nih.gov,nichddirsage.nichd.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:21:51.964Z,FALSE
https://nicic.gov/,nicic.gov,nicic.gov,Department of Justice,"Department of Justice, National Institute of Corrections",2023-06-10T02:05:59.867Z,TRUE
https://nicsezcheckfbi.gov/,nicsezcheckfbi.gov,nicsezcheckfbi.gov,Department of Justice,Federal Bureu of Investigation,2023-06-10T02:11:58.854Z,TRUE
https://nida.nih.gov/,nih.gov,nida.nih.gov,Department of Health and Human Services,"National Institute on Drug Abuse, NIH",2023-06-10T01:34:17.895Z,TRUE
https://nidb.nih.gov/,nih.gov,nidb.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:21:09.301Z,FALSE
https://nidcddev.nidcd.nih.gov/,nih.gov,nidcddev.nidcd.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:59:41.854Z,TRUE
https://nidcdstg.nidcd.nih.gov/,nih.gov,nidcdstg.nidcd.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:59:58.691Z,TRUE
https://nidcdtest.nidcd.nih.gov/,nih.gov,nidcdtest.nidcd.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:59:48.034Z,TRUE
https://nidcr-ldgw.nidcr.nih.gov/,nih.gov,nidcr-ldgw.nidcr.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:01:13.201Z,FALSE
https://niec.npn.faa.gov/redmine/,faa.gov,niec.npn.faa.gov,Department of Transportation,Federal Aviation Administration,2023-06-10T01:11:51.215Z,FALSE
https://nies.frb.gov/,frb.gov,nies.frb.gov,Federal Reserve Board of Governors,Federal Reserve Board,2023-06-10T01:17:53.660Z,FALSE
https://nightsky.jpl.nasa.gov/,nasa.gov,nightsky.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:14:53.800Z,TRUE
https://nigms.nih.gov/,nih.gov,nigms.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:36.476Z,TRUE
https://nigos.nist.gov/,nist.gov,nigos.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T01:39:34.989Z,TRUE
https://nih-cbstp.nci.nih.gov/,nih.gov,nih-cbstp.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:44:58.536Z,FALSE
https://nih.usajobs.gov/,usajobs.gov,nih.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T03:08:41.727Z,TRUE
https://nihbpss.olao.od.nih.gov/,nih.gov,nihbpss.olao.od.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:47:40.911Z,FALSE
https://nihcats.olao.od.nih.gov/,nih.gov,nihcats.olao.od.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:22:23.665Z,FALSE
https://nihcatsiii.egos.nih.gov/egos/?x=1,nih.gov,nihcatsiii.egos.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:21:13.894Z,FALSE
https://nihlibrary.ors.nih.gov/,nih.gov,nihlibrary.ors.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:47:19.822Z,FALSE
https://nihrecord.nih.gov/,nih.gov,nihrecord.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:15:32.916Z,TRUE
https://nihsc1.od.nih.gov/,nih.gov,nihsc1.od.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:21:21.398Z,FALSE
https://nihsearch.cit.nih.gov/,nih.gov,nihsearch.cit.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:32.950Z,FALSE
https://nij.ojp.gov/,ojp.gov,nij.ojp.gov,Department of Justice,Office of Justice Programs,2023-06-10T02:27:15.367Z,TRUE
https://nimbus.cr.usgs.gov/,usgs.gov,nimbus.cr.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:16:52.445Z,FALSE
https://nimhcontent.nimh.nih.gov/,nih.gov,nimhcontent.nimh.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:49:06.221Z,FALSE
https://nimhd.nih.gov/,nih.gov,nimhd.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:23:24.258Z,FALSE
https://nimhimgprd.nimh.nih.gov/,nih.gov,nimhimgprd.nimh.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:59:43.413Z,TRUE
https://nimhmoodresearch.ctss.nih.gov/,nih.gov,nimhmoodresearch.ctss.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:41.794Z,FALSE
https://nimhnetprd.nimh.nih.gov/,nih.gov,nimhnetprd.nimh.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:25.089Z,FALSE
https://nimhresearchvolunteer.ctss.nih.gov/,nih.gov,nimhresearchvolunteer.ctss.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T03:21:56.546Z,FALSE
https://nimotc.rdc.noaa.gov/,noaa.gov,nimotc.rdc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:29:33.288Z,FALSE
https://nimoweb.rdc.noaa.gov/,noaa.gov,nimoweb.rdc.noaa.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T02:30:00.983Z,FALSE
https://ninds-demo.cit.nih.gov/portal/publicAccounts/defaultLoginAction.action,nih.gov,ninds-demo.cit.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:21:16.348Z,FALSE
https://nirp.sandia.gov/,sandia.gov,nirp.sandia.gov,Department of Energy,Sandia National Laboratories,2023-06-10T02:51:52.748Z,FALSE
https://nisar.jpl.nasa.gov/,nasa.gov,nisar.jpl.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:18:09.481Z,TRUE
https://nisc.nih.gov/,nih.gov,nisc.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:22:47.593Z,FALSE
https://nisds2.sci.gsfc.nasa.gov/,nasa.gov,nisds2.sci.gsfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:16:52.300Z,FALSE
https://nist.time.gov/,time.gov,nist.time.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T02:45:49.452Z,TRUE
https://nist.usajobs.gov/,usajobs.gov,nist.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T02:53:39.159Z,TRUE
https://nitaac.nih.gov/,nih.gov,nitaac.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:15:40.417Z,TRUE
https://nixon.archives.gov/,archives.gov,nixon.archives.gov,National Archives and Records Administration,National Archives and Records Administration,2023-06-10T00:42:05.696Z,FALSE
https://njeevandjunoonnginzo.ecfr.gov/,ecfr.gov,njeevandjunoonnginzo.ecfr.gov,Government Publishing Office,US Government Publishing Office,2023-06-10T02:24:20.601Z,TRUE
https://njwg.cap.gov/,cap.gov,njwg.cap.gov,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",2023-06-10T00:48:11.161Z,FALSE
https://nlmdirector.nlm.nih.gov/,nih.gov,nlmdirector.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:50:23.695Z,TRUE
https://nlmnccsvpxcb.nlm.nih.gov/logon/LogonPoint/index.html,nih.gov,nlmnccsvpxcb.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:59:28.916Z,FALSE
https://nlmnccsvpxpiv.nlm.nih.gov/logon/LogonPoint/index.html,nih.gov,nlmnccsvpxpiv.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T00:50:51.660Z,FALSE
https://nlmpubs.nlm.nih.gov/,nih.gov,nlmpubs.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:21:18.335Z,FALSE
https://nlmrsaweb.nlm.nih.gov/console-selfservice/SelfService.do,nih.gov,nlmrsaweb.nlm.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:23:06.507Z,FALSE
https://nlrb.gov/,nlrb.gov,nlrb.gov,National Labor Relations Board,National Labor Relations Board,2023-06-10T01:40:03.364Z,FALSE
https://nlrbcareers.usajobs.gov/Search/Results?a=NL00&s=relevance&sd=asc&p=1,usajobs.gov,nlrbcareers.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T03:15:47.254Z,TRUE
https://nlrbinternalvacancies.usajobs.gov/Search/Results?hp=fed-internal-search&a=NL00&s=relevance&sd=asc&p=1,usajobs.gov,nlrbinternalvacancies.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T03:15:59.770Z,TRUE
https://nlsi.arc.nasa.gov/,nasa.gov,nlsi.arc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:14:58.401Z,FALSE
https://nlsp.nasa.gov/explore/lsdahome,nasa.gov,nlsp.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:03:54.499Z,FALSE
https://nlte.nist.gov/,nist.gov,nlte.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T01:39:25.223Z,FALSE
https://nm-gsf14-z3a.nascom.nasa.gov/dana-na/auth/url_default/welcome.cgi,nasa.gov,nm-gsf14-z3a.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:18:43.332Z,FALSE
https://nm-gsf14-z3k.nascom.nasa.gov/dana-na/auth/url_default/welcome.cgi,nasa.gov,nm-gsf14-z3k.nascom.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:17:35.871Z,FALSE
https://nm.blm.gov/,blm.gov,nm.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,2023-06-10T00:44:54.156Z,FALSE
https://nmantech.ecfr.gov/,ecfr.gov,nmantech.ecfr.gov,Government Publishing Office,US Government Publishing Office,2023-06-10T02:19:00.731Z,TRUE
https://nmb.gov/NMB_Application/,nmb.gov,nmb.gov,National Mediation Board,National Mediation Board,2023-06-10T01:39:26.479Z,FALSE
https://nmed.inl.gov/,inl.gov,nmed.inl.gov,Department of Energy,Idaho National Laboratory,2023-06-10T01:31:29.843Z,FALSE
https://nmegngen.ecfr.gov/,ecfr.gov,nmegngen.ecfr.gov,Government Publishing Office,US Government Publishing Office,2023-06-10T02:24:46.099Z,TRUE
https://nmio.ise.gov/,ise.gov,nmio.ise.gov,Director of National Intelligence,"Office of the Program Manager, Information Sharing Environment, Office of the DNI",2023-06-10T01:36:55.700Z,FALSE
https://nmr.cit.nih.gov/,nih.gov,nmr.cit.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:14:46.339Z,FALSE
https://nmra.kcnsc.doe.gov/dana-na/auth/url_default/welcome.cgi,doe.gov,nmra.kcnsc.doe.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:04:09.007Z,FALSE
