final_url,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://ncr.cap.gov/,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://ncrar.research.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://ncrc.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://ncrdspublic.er.usgs.gov/,Department of the Interior,U.S. Geological Survey,FALSE
https://ncrms.niaid.nih.gov/NCRMS/Main/Login.aspx,Department of Health and Human Services,National Institutes of Health,TRUE
https://ncrmsrs.niaid.nih.gov/ReportServer/login.aspx?ReturnUrl=/ReportServer/localredirect?url=%252FReportServer%252F,Department of Health and Human Services,National Institutes of Health,FALSE
https://ncrtm.ed.gov/,Department of Education,Office of Chief Information Officer,FALSE
https://ncsacw-ta.acf.hhs.gov/index.cfm?action=auth%3Amain.login,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,FALSE
https://ncsacw.acf.hhs.gov/,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,FALSE
https://ncsceast.csp.noaa.gov/remote/login?lang=en,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://ncscwest.csp.noaa.gov/remote/login?lang=en,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://ncsslabdatamart.sc.egov.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://ncsx.pppl.gov/,Department of Energy,Princeton Plasma Physics Lab,FALSE
https://nctn-data-archive.nci.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://nctnbanks.cancer.gov/,Department of Health and Human Services,National Cancer Institute,FALSE
https://nctr.pmel.noaa.gov/,Department of Commerce,National Oceanic and Atmospheric Administration,TRUE
https://ncua.gov/,National Credit Union Administration,NCUA,TRUE
https://ncua.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://ncvhs.hhs.gov/,Department of Health and Human Services,Office of the Secretary,FALSE
https://ncvs.bjs.ojp.gov/Home,Department of Justice,"U.S. Department of Justice, Office of Justice Prograns (OJP)",TRUE
https://ncwg.cap.gov/,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://nda.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://ndacan.acf.hhs.gov/,Department of Health and Human Services,Office of the Secretary,FALSE
https://ndc.sciencebase.gov/,Department of the Interior,USGS/Denver Federal Center,FALSE
https://ndc.services.cdc.gov/,Department of Health and Human Services,Centers For Disease Control and Prevention,TRUE
https://ndcxii.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://nde.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ndeaa.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://ndex.fbi.gov/error/AUTHENTICATE_FOR_USE.html?entityID=https%3A%2F%2Fndex.fbi.gov%2Fmellon%2Fmetadata&return=https%3A%2F%2Fndex.fbi.gov%2Fmellon%2Flogin%3FReturnTo%3Dhttps%253A%252F%252Fndex.fbi.gov%252F&returnIDParam=IdP,Department of Justice,FBI,FALSE
https://ndkswspubp01.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://ndkswspubvip.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://ndl.noaa.gov/Account/Login?ReturnUrl=%2F,Department of Commerce,National Oceanic and Atmospheric Administration,FALSE
https://ndms.fema.gov/,Department of Homeland Security,FEMA,FALSE
https://ndms.hhs.gov/_login/default.aspx?ReturnUrl=%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F&Source=%2F,Department of Health and Human Services,Office of the Secretary,FALSE
https://ndmswspubvip.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://ndmswspubvipt.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://ndwg.cap.gov/,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://ndwg.doleta.gov/login/login.cfm,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://ndwgtest.doleta.gov/login/login.cfm,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://ned.nih.gov/search/,Department of Health and Human Services,National Institutes of Health,TRUE
https://ned.usgs.gov/,Department of the Interior,U.S. Geological Survey,FALSE
https://nef.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://neglected-delinquent.ed.gov/,Department of Education,Office of Chief Information Officer,TRUE
https://nehls.house.gov/,The Legislative Branch,US House of Representatives,FALSE
https://nehrp.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://nehrp.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://neibank.nei.nih.gov/index.shtml,Department of Health and Human Services,National Institutes of Health,TRUE
https://neidatacommons-demo.cit.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://neidatacommons.nei.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://nek.ksc.nasa.gov/#!/Home/Facilities,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://nek5000.mcs.anl.gov/,Department of Energy,Argonne National Laboratory,FALSE
https://nekcem.mcs.anl.gov/index.php/Main_Page,Department of Energy,Argonne National Laboratory,FALSE
https://neklbm.mcs.anl.gov/index.php/Main_Page,Department of Energy,Argonne National Laboratory,FALSE
https://nematode.ars.usda.gov/,U.S. Department of Agriculture,USDA,TRUE
https://nemo.nist.gov/login/?next=/,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://nems.nih.gov/Pages/default.aspx,Department of Health and Human Services,National Institutes of Health,TRUE
https://neno.lanl.gov/,Department of Energy,Los Alamos National Laboratory,FALSE
https://neo-bolide.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://neo.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://neoproperties.arc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://neoproperties.ndc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://nepassisttool.epa.gov/,Environmental Protection Agency,Environmental Protection Agency,FALSE
https://nephele.niaid.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://nepis.epa.gov/Exe/ZyNET.EXE?ZyActionL=Register&User=anonymous&Password=anonymous&Client=EPA&Init=1,Environmental Protection Agency,Environmental Protection Agency,TRUE
https://nepp.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ner.cap.gov/,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://nerp.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://nesa.cap.gov/,Department of Defense,"CIVIL AIR PATROL, USAF AUX.",FALSE
https://nescacademy.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://nesr.usda.gov/,U.S. Department of Agriculture,USDA,TRUE
https://ness.atf.gov/login,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",FALSE
https://nessapp.atf.gov/swagger/ui/index,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",FALSE
https://nessapptest.atf.gov/ness/swagger/ui/index,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",FALSE
https://nesstest.atf.gov/login,Department of Justice,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",FALSE
https://nest.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://nestservices.sc.egov.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://netl.doe.gov/,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://netlib.sandia.gov/,Department of Energy,Sandia National Laboratories,FALSE
https://netpass.pnl.gov/my.policy,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://netpass.pnnl.gov/my.policy,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://netresponse.cardiocom.va.gov/Login/Login?ReturnUrl=%2f,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://netresponse.medtronic.va.gov/Login/Login?ReturnUrl=%2f,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://netspublic.grc.nasa.gov/nasa_nepa_main.cfm,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://neup.inl.gov/SitePages/Home.aspx,Department of Energy,Idaho National Laboratory,FALSE
https://neuralyzer.hi.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://neurobiobank.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://neurohiv.ctss.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://neuromod.ctss.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://neuromorphic.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://neuroscience.sandia.gov/,Department of Energy,Sandia National Laboratories,TRUE
https://neuroscienceblueprint.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://neutgx.niaid.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://neutrino.bnl.gov/,Department of Energy,Brookhaven National Laboratory,FALSE
https://neutrinophysics.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://neutrons.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://new.demo.nsf.gov/,National Science Foundation,National Science Foundation,TRUE
https://new.nsf.gov/,National Science Foundation,National Science Foundation,TRUE
https://newbornscreening.hrsa.gov/,Department of Health and Human Services,Health Resources and Services Administration,TRUE
https://newengland.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://newfrontiers.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://newhampshire.jobcorps.gov/,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://newone.app.cloud.gov/,General Services Administration,"GSA, TTS",TRUE
https://neworleans.jobcorps.gov/,Department of Labor,Employment and Training Administration (ETA) - Office of Job Corps,FALSE
https://news.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://news.nnlm.gov/,Department of Health and Human Services,"National Library of Medicine, NIH",FALSE
https://news.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",TRUE
https://news2use.ors.nih.gov/Pages/default.aspx,Department of Health and Human Services,National Institutes of Health,TRUE
https://newscenter.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://newsinhealth.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://nexis.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://next.cancer.gov/,Department of Health and Human Services,National Cancer Institute,TRUE
https://nextg.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://nextgen.cio.egos.nih.gov/login,Department of Health and Human Services,National Institutes of Health,FALSE
https://nextgen.dfafacts.gov/,U.S. Agency for International Development,Office of the Director of U.S. Foreign Assistance,FALSE
https://nexus.mobilehealth.va.gov/,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",FALSE
https://nexus.od.nih.gov/all/,Department of Health and Human Services,National Institutes of Health,TRUE
https://nfat.sc.egov.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://nfc.usda.gov/,U.S. Department of Agriculture,USDA,TRUE
https://nfcr.lanl.gov/,Department of Energy,Los Alamos National Laboratory,FALSE
https://nfiles.nist.gov/#/,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://nfipdirect.fema.gov/Membership/SignIn/?ReturnUrl=%2f,Department of Homeland Security,FEMA,FALSE
https://nfipservices.floodsmart.gov/,Department of Homeland Security,FEMA,TRUE
https://nfirs.fema.gov/NFIRSWeb/login,Department of Homeland Security,FEMA,FALSE
https://nflss.blm.gov/,Department of the Interior,Bureau of Land Management - Main Domain,FALSE
